Gene	GC1	GC2	GC3	GC4	GC5	GC6	GC7	GC8	GC9	GC10	GC11	GC12
Klhdc3	0.559428437	0.60243517	1.120666913	1.046620643	0.996383638	1.201330609	1.241525224	1.05434991	1.263298553	1.213721561	1.121604831	1.097064528
Klhdc4	0.202386937	0.24046143	0.15921141	0.134567926	0.102007373	0.088695134	0.067313376	0.130723477	0.066453402	0.046043335	0.040671713	0.035316506
Klhdc7a	0.002052164	0	0	0.000940983	0	0.0001277	0.001122213	0	0.000395402	0.000864882	0.003230355	0.012340064
Klhdc8a	0.012459276	0	0	0.001832517	0.00037643	0.000270521	0.000959057	0.000900291	0.000158569	0	0	0
Klhdc8b	0.043517927	0.016282231	0	0.019159658	0.005006361	0.010965641	0.008852191	0.004241235	0.008452291	0.010452524	0.006874688	0.005657399
Klhdc9	0.012404214	0.1531676	0	0.226381694	0.18636424	0.161112006	0.159742107	0.232363846	0.141776462	0.147660176	0.11794748	0.019887427
Klhl1	0.00107888	0	0	0	0	0.000210136	0.002760222	0	0.005495008	0.001657292	0.001565048	0.00141229
Klhl10	0.051528533	0.229413234	0.262360847	0.040262762	0.014372997	0.040160369	0.564462145	0.968042815	1.340694113	1.715435129	1.499924745	1.581257236
Klhl11	0.277556637	0.115072097	0.089594216	0.027863464	0.056293546	0.080802725	0.060739332	0.065233862	0.108445775	0.236430413	0.081278954	0.020525839
Klhl12	0.532927499	0.390299375	0.236191842	0.083165219	0.068091811	0.046207829	0.204375082	0.133838716	0.445246534	0.425281735	0.252283584	0.250227026
Klhl13	0.177919846	0	0	0.000793508	0	0.003363935	0.000652191	0	0.002060935	0.001995962	0.002987709	0.001921617
Klhl14	0.002413905	0	0	0	0.000228921	0.000513936	0	0.000900291	0	0.000423777	0.000320733	0.000584005
Klhl15	0.44443204	0.109251924	0	0.002860177	0.002038549	0.003507338	0.094512152	0.081320745	0.228333802	0.328227993	0.134712557	0.04177436
Klhl17	0.061465209	0	0.118120462	0.062519532	0.045016284	0.028522785	0.014157311	0.021391027	0.023660202	0.014397714	0.008960217	0.006371843
Klhl18	0.16690508	0.09734538	0.246854942	0.178152237	0.192166231	0.180365963	0.078044943	0.173991244	0.022987374	0.011458366	0.004911023	0.003958586
Klhl2	0.10931347	0.077702167	0	0.005263819	0.007746358	0.002181006	0.005265872	0	0.00409725	0.002339312	0.002286989	0.00475165
Klhl20	0.268168039	0.395160625	0	0.074833376	0.054872276	0.010982087	0.006774555	0.011471013	0.010696926	0.0042844	0.00505423	0.008642863
Klhl21	0.311735882	0.044521437	0.418068273	0.204128431	0.228351262	0.316061861	0.119046625	0.135100206	0.063781068	0.016363842	0.018285674	0.01355068
Klhl22	0.124021671	0.198319485	0.061029887	0.028240084	0.040697786	0.008153306	0.003339183	0.009019878	0.004076197	0.001453978	0.004043908	0.005401245
Klhl23	0.1875652	0.140241646	0	0.006689186	0.009178733	0.004820244	0.006605966	0.029026523	0.011389245	0.004876239	0.015617378	0.045415895
Klhl24	0.370475545	0.39430981	0.203437467	0.123094333	0.144276505	0.147099425	0.181720985	0.204266363	0.226090064	0.315453768	0.262289342	0.075811333
Klhl25	0.025955018	0	0.050297741	0.139000894	0.160235305	0.215938956	0.117433856	0.109573369	0.061686477	0.139395896	0.127455145	0.032467052
Klhl26	0.017021489	0.012873438	0	0.004534885	0.005491477	0.002600238	0.00131114	0	0.001117083	0.000569676	0.001907293	0.001191385
Klhl28	0.097173285	0.184323844	0.099077147	0.024737602	0.02911827	0.017170176	0.169111914	0.06162225	0.251418576	0.110231557	0.033588794	0.049949942
Klhl29	0.003372191	0	0	0.003025171	0.002361413	0.004389012	0.000734786	0.017764365	0.003429985	0.001249219	0.002052689	0.006694291
Klhl3	0.024761834	0.200513343	0.153264548	0.202613912	0.157039808	0.108470156	0.042368229	0.205314851	0.02603565	0.128947374	0.356763807	0.077330743
Klhl31	0.039062543	0	0	0.001084039	0.00101846	0.003215067	0.023355235	0.041228618	0.080132335	0.102502508	0.086275766	0.070101018
Klhl32	0.01557969	0.027932409	0.061029887	0.236966826	0.11880496	0.293742405	0.27758059	0.234945081	0.226350856	0.176845735	0.134818723	0.092904983
Klhl35	0.087628552	0.057572408	0.193134208	0.232693148	0.16342333	0.112338932	0.11154062	0.146694364	0.084573695	0.069979787	0.033884404	0.016868702
Klhl36	0.018892923	0.024566914	0	0.002629949	0.000237277	0.000928041	0.00178763	0.017651837	0.000283438	0.00268606	0.011410586	0.012056451
Klhl4	0.000764141	0.041771584	0	0.000227852	0.00162374	0	0	0	0.002977984	0.001204575	0.002961124	0.002497373
Klhl40	0.014637901	0	0	0.010648955	0.008582804	0.009095661	0.006899977	0.001910857	0.004579376	0.002771038	0.000878794	0.003382403
Klhl41	0.010846562	0.030150008	0	0.012354044	0.013304754	0.014369682	0.044462838	0.041741971	0.097845763	0.158439395	0.193850274	0.087068431
Klhl42	0.004093126	0	0	5.88E-05	0.00040583	0.00161442	0.002024863	0.001764929	0.002764835	0.001833681	0.002571424	0.003312336
Klhl5	0.021295375	0.159638848	0.072925506	0.020936583	0.029130415	0.006633663	0.013863072	0.005949895	0.012317124	0.010697742	0.015586638	0.028399524
Klhl6	0	0	0	0	0	0	0	0	0.001766024	0	0	0
Klhl7	0.221692196	0.691552465	0.046317868	0.155936939	0.23685952	0.231008477	0.253856223	0.30488405	0.238648822	0.278766374	0.290269894	0.054574046
Klhl8	0.279924117	0.11974777	0.291518453	0.293199472	0.338932225	0.502087554	0.419044916	0.275697765	0.296207943	0.181751485	0.037842106	0.008685155
Klhl9	0.250829823	0.308342429	0.202384579	0.247424477	0.219168782	0.094922431	0.017675123	0.100988507	0.01476088	0.016730608	0.030888512	0.014315093
Klk1	0.010013312	0.008625557	0	0.001284263	0.004917158	0.010305739	0.022353747	0.041649859	0.010598518	0.009508444	0.084102615	0.338172658
Klk1b1	0.001311921	0.009283084	0	0	0	0	0	0	0.000487657	0.000291	0.000540963	0.01910443
Klk1b11	0	0	0	0	0	0	0	0	0	0.001189699	0.002303559	0.004396992
Klk1b16	0	0.012452345	0	0.00042848	0	0.000502069	0.004161967	0	0.004254117	0.002701852	0.035010697	0.115605794
Klk1b21	0.007835412	0	0	0.000153825	0.000399942	0.003344547	0.000887251	0.026753308	0.001688386	0.001601895	0.00089449	0.00695083
Klk1b22	0	0	0	0	0.000161543	0.00063947	0.000200227	0	0.000211842	0.000121213	0.001626697	0.00780327
Klk1b24	0.002923868	0	0	0.00013379	0.00020081	0	0	0.000900291	0.001401809	0.000163016	0.00075027	0.00543582
Klk1b26	0.007885713	0.057410646	0	0.004522339	0.002286692	0.008960044	0.010388622	0.226496693	0.012193985	0.034283494	0.581059717	1.148345962
Klk1b27	0.004612071	0	0	0	0	0.000225544	0.007188809	0	0.000169986	0.001264216	0.010630777	0.019012898
Klk1b3	0	0	0	0.004161155	0	8.08E-05	0.003386801	0.026666934	0.002337965	0.010269228	0.119554658	0.424476547
Klk1b4	0	0	0	0	0.000763152	0	0	0.021511387	7.60E-05	0.000119741	0.017787708	0.074916688
Klk1b5	0.002839082	0	0	0	0	0.003636125	0.002574411	0.026354093	0.000680792	0.003326615	0.055827926	0.214945514
Klk1b7-ps	0.01176843	0.023975984	0.064948189	0.004239077	0.000179363	0.004991586	0.005913758	0.367033857	0.069855452	0.518916744	0.737596182	0.576311917
Klk1b8	0.059673746	0.274481513	0.178499561	0.032437996	0.017801573	0.034698498	0.023748935	0.860666874	0.066435328	0.1666549	1.487901345	2.48484847
Klk1b9	0.006495968	0.029401085	0.064513531	0.002962829	0.001710852	0.003028154	0.015983545	0.140513981	0.004493243	0.044811232	0.467845725	0.987390748
Klk8	0.035721451	0	0	0	0	0	0	0	0	8.91E-05	0	0
Klkb1	0.003372482	0	0	0.002988663	0.00466577	0.004902308	0.036872987	0.005972199	0.046057619	0.031925486	0.048322861	0.011258666
Klra4	0.004377506	0	0	0	0.000389565	0	0	0	0.000680379	0.003140374	0.001051194	0
Klra5	0	0	0	0.000103985	0	0	0	0.005288175	0	0.00171168	0.011298361	0.021970072
Klra8	0	0	0	0.006883948	0.004890856	0.010315464	0.010309537	0.030011949	0.005017241	0.004019909	0.00058734	0.000559324
Klra9	0	0	0	0.00479313	0.006386272	0.003929594	0.013455311	0.00098175	0.015411397	0.012075476	0.004770037	0
Klrb1	0	0	0	0.001313851	0	0	0	0.026583164	0.005428168	0.032969145	0.080388549	0.067538694
Klrb1a	0	0	0	0	0	0.001443341	0	0	0.000540372	0	0.006221541	0.000920214
Klrb1b	0	0	0	0.002716365	0.002579466	0.001172938	0.002433809	0.001381181	0.001557494	0.002079846	0.000286641	0.000319519
Klrb1c	0	0	0	0.004124176	0.001321731	0.002855494	0.002117188	0	0.00097089	0.000264203	0.002843758	0.000533001
Klre1	0	0	0	0.000546401	0.00060407	0.000579361	0.000769939	0	0	0.002269101	0.005183635	0.001921238
Klrg1	0	0	0	0	0.000696996	0	0.002805869	0.003719036	0.012443717	0.026203268	0.010406406	0.001079183
Klrg2	0.096873302	0	0	0	0.001522718	0.001163611	0.001026254	0	0.001010781	0.012851603	0.008416078	0.000766619
Kmo	0	0	0	0.004595483	0.001609688	0.002187788	0.002336154	0.022748636	0.007122505	0.041378743	0.016412612	0.006470525
Kmt2a	1.262082645	0.229387002	0.061859195	0.012636806	0.010664323	0.014145498	0.010665217	0.064055547	0.013609503	0.010585461	0.023495301	0.027723025
Kmt2b	0.494143335	0.465374231	1.136049813	0.380663531	0.279999994	0.175412615	0.143791851	0.203955357	0.05343637	0.018784432	0.018064222	0.029395164
Kmt2c	0.758463949	0.375542914	0.495548154	0.099119376	0.08581872	0.043548528	0.10587147	0.077818842	0.062596783	0.028053737	0.015510599	0.045947508
Kmt2d	0.120517606	0.107037333	0.320287368	0.133405262	0.104080829	0.017933705	0.017635292	0.028939673	0.013879156	0.007689208	0.010586904	0.021917888
Kmt2e	1.367077627	1.277950335	1.224238885	0.966574024	0.88935825	0.698441401	0.449898871	0.606244966	0.192191369	0.134161028	0.119009866	0.099497415
Kncn	0.0330721	0	0	0.002554896	0.004332397	0	0.00039608	0.005880046	0.00037003	0.000407206	0.003140579	0.008626232
Kndc1	0.00110344	0.054980585	0	0.002922523	0.002023844	0.002567731	0.006263313	0	0.008854113	0.002665409	0.00398858	0.008328928
Kng2	0	0	0	0.000421016	0	0	0.000118368	0	0.044644478	0.048016492	0.021661628	0.008079407
Knop1	1.091937213	0.853303276	1.254634188	1.098356388	1.026199592	1.233306652	1.392852425	1.906226884	1.776591031	2.377550536	2.713391519	2.03056021
Knstrn	0.658831254	0.174177822	0.852104179	0.352697474	0.319364466	0.342315491	0.2867783	0.758180264	0.169646938	0.367074447	1.467872122	1.920982156
Kntc1	0.227990854	0.370497766	0.292024511	0.141732518	0.164927606	0.061355151	0.045868186	0.14006918	0.020298121	0.016861224	0.068658018	0.008174864
Kpna1	0.537516876	0.464877467	0.385041068	0.151446424	0.138179653	0.083677948	0.198264456	0.366220578	0.46069944	0.613799669	0.516348708	0.460881139
Kpna2	0.599894412	0.761149487	0.449946754	0.559507335	0.666141394	0.849626567	0.907564871	0.616111983	0.928477658	0.753599372	0.326285396	0.043069876
Kpna2-ps	0.008106166	0	0	0.008615698	0.003605041	0.014967724	0.007062686	0.016639444	0.003172814	0.002817056	0.004217243	0.002415246
Kpna3	0.902489855	1.072826305	0.186501431	0.251843536	0.227266379	0.091168876	0.070178395	0.153963513	0.042762075	0.043623965	0.035166494	0.028621982
Kpna4	0.516131193	0.815758117	0.653144243	0.879071783	0.998154641	1.096337561	0.774972422	0.900872884	0.686814153	0.958908367	1.031492569	0.409902961
Kpna6	0.234293307	0.131212908	0.271858158	0.274711781	0.316737053	0.358013149	0.552953853	0.655648209	0.713022959	0.850889534	0.819595877	0.284820066
Kpna7	0.00650426	0.015603907	0	0.183482879	0.129604559	0.087530897	0.061562602	0.092088535	0.04647968	0.040191687	0.027696871	0.018500394
Kpnb1	1.013138265	1.255564253	0.971940042	1.223823095	1.298922268	1.220625541	0.71411121	0.85247193	0.335061726	0.195337297	0.110748681	0.127216533
Kptn	0.154928494	0.088237505	0.159239504	0.111098115	0.11739182	0.083941251	0.10168861	0.053179209	0.072971382	0.047799532	0.022605755	0.029596086
Kras	1.410961574	1.120887391	0.070600443	0.49434271	0.475473462	0.155189639	0.171701674	0.28310184	0.144956473	0.103508989	0.04583553	0.045674442
Krba1	0.126033831	0.101881775	0.317556654	0.370187822	0.406285077	0.429562842	0.341087198	0.291215497	0.214174042	0.122300995	0.061378841	0.050579788
Krcc1	0.885645289	1.591394604	1.038429149	1.838121841	1.932594203	1.799253497	1.637887917	1.379538404	1.386135667	0.847790353	0.310561868	0.171361696
Kremen1	0.073496169	0.042823322	0.098957435	0.019100002	0.010835278	0.002602526	0.015355573	0.049638366	0.043905813	0.07063135	0.045642744	0.080952707
Kremen2	0.023342698	0	0	0.001174265	0.001785845	0.000339801	0	0	0.000232981	0	0.014440998	0.009286026
Kri1	0.275070435	0.435307313	0.945637896	0.45840198	0.341310895	0.386841642	0.047925894	0.33558329	0.027878265	0.015492797	0.011230695	0.038336393
Krit1	0.756028314	1.00169095	1.587283418	0.493258393	0.48253437	0.385334522	0.172737491	0.213110616	0.06262725	0.030659011	0.0506394	0.044121206
Krr1	0.681740767	0.647569046	0.464175797	0.407630463	0.449690314	0.488600321	0.497904778	0.252005845	0.281266927	0.091638623	0.05478519	0.021874242
Krt1	0	0	0	0.000470303	0.000572522	0.001779632	0.000682913	0.001363236	0.000454709	0.000902852	0	0.002090355
Krt10	0.174112467	0.305719934	0.107872144	0.495768853	0.494001871	0.363051382	0.156054783	0.32315268	0.099272643	0.051781482	0.022752953	0.020312687
Krt15	0	0	0	0	0	0	0	0	0	0	0.0021571	0.025528695
Krt18	0.002712591	0	0	0.000500202	0.002071366	0.000821974	0.013316408	0	0.003011949	0.000555062	0.000514371	0.003539719
Krt19	0.006258178	0	0	0.001055732	0.004623509	0.000211956	0.000328241	0	0.001120515	0.001423069	0.001567553	0.002780317
Krt20	0.009289117	0	0	0.002731627	0	0	0	0	0.000776995	0.000281402	0.000578001	0.002539754
Krt222	0.010081034	0	0	0	0	0	0	0	0	0.000291	0	0
Krt23	0.009483103	0.101440775	0.061859195	0.045360431	0.024205157	0.017286521	0.00961014	0.034094355	0.012407074	0.036357332	0.060070116	0.012300892
Krt28	0.001561471	0.029401085	0	0.000709103	0.000822706	0.00140066	0.00379905	0	0.001739952	0.001190078	0.003759451	0.000319312
Krt39	0	0	0	0.000183205	0	0	0.000520169	0.015633721	0.002717692	0.0012164	0.001083605	0.000178166
Krt6a	0	0	0	0	0.000853628	0.000399897	0	0	0	0.002333314	0.018207651	0.005476348
Krt73	0.000451301	0	0	0.00028959	0	0	0.026684166	0.011416483	0.021516287	0.002173298	0.000510887	0.002613652
Krt76	0	0	0	0	0	0	0	0	0.003005669	0.00800039	0.00276194	0
Krt77	0	0	0.154780666	0.021874052	0.011477588	0.009076373	0.003800749	0.004363107	0.000767699	0.002099931	0.009201748	0.012082242
Krt78	0	0	0.033001285	0.008909979	0.007153242	0.003938074	0.005499578	0	0.002842015	0.003619964	0.001671301	0.002332687
Krt79	0	0	0	0.00161917	0.001306785	0	0.003223226	0.01619521	0.001284248	0	0	0.004161285
Krt8	0.004003452	0	0.107302408	0.062621859	0.058507088	0.080002218	0.070169293	0.038380296	0.056494862	0.048858768	0.026599193	0.014795294
Krt86	0	0	0	0	0	0	0.001027152	0	0	0.000358218	0.00357505	0.007745754
Krtap1-3	0.001382705	0	0	0.000344123	0.000161543	0	0	0.010366654	0.000351874	0.002063028	0.000612677	0.003573329
Krtap10-4	0.003413695	0	0	0.003543703	0.003421583	0.003712814	0.001854542	0	0.004700863	0.001869711	0.002105476	0
Krtap13	0	0	0	0.005102437	0.00142863	0.000788363	0.004790025	0	0.001106962	0.000730656	0	0.00120536
Krtap15	0	0	0	0	0.000247819	0	0.014834149	0.041229896	0.052293942	0.098383958	0.050557716	0.004155175
Krtap17-1	0.013981871	0	0	0.000338514	0	0	0.001666285	0.003920338	0.004180994	0.042730063	0.035773567	0.001474016
Krtap2-4	0	0	0	0.002520524	0.002091773	0.000851923	0.000577749	0	0.00385103	0.000596229	0.00043275	0
Krtap24-1	0.002824625	0	0	0	0	0	0	0	0.006340525	0.001870276	0.000362137	0.001679057
Krtap6-5	0	0	0	0	0	0	0.001509176	0	0.002134654	0.003426031	0.004634319	0.000634542
Krtap9-3	0	0	0	0	0	0	0	0	0.000363971	0.00480509	0.002333548	0
Krtcap2	1.097556697	0.817438911	0.19038501	0.573501412	0.44336875	0.414232058	0.41398424	0.375015208	0.331745244	0.275534801	0.244309861	0.1491999
Krtcap3	0.382575518	0.016694942	0.192510958	0.095632051	0.084553709	0.093143348	0.076461916	0.006872678	0.06093518	0.054403794	0.110052595	0.013730855
Ksr1	0.027037938	0	0	0.007069675	0.007750263	0.002543416	0.004889243	0	0.003068493	0.001191172	0.005743756	0.003906924
Ksr2	0.007675161	0.034346866	0	0.003648418	0.003896653	0.004998623	0.068004367	0.011465285	0.066462069	0.075521077	0.069387388	0.093972279
Kti12	0.22727911	0.166571858	0.106723729	0.103732089	0.105161303	0.085079878	0.164003161	0.110521446	0.19782061	0.156493163	0.042484415	0.003756737
Ktn1	0.324337308	1.174608545	0.168608894	0.043578262	0.059741246	0.015015253	0.01049983	0.055085388	0.012253723	0.007794559	0.018922032	0.063222827
Kxd1	0.338046954	0.3604403	0.562376315	0.646060872	0.618515775	0.691837549	0.533011076	0.518703253	0.362259691	0.208149836	0.134760807	0.045057061
Ky	0.00166168	0	0.101849443	0.011673104	0.007970266	0.038039093	0.013956523	0.039670735	0.011858393	0.010229467	0.002809729	0.002079975
L1cam	0.004537211	0	0	0.000285233	0.001269826	0.003047666	0.000128979	0	0.000676555	0.001522043	0.000596077	0.002529202
L1td1	0.021953595	0	0	0.000681709	0.000238094	0.005290529	0.004937068	0	0.001565043	0.000773487	0.004229928	0.007637296
L2hgdh	0.251383072	0.557133424	0.253327817	0.308890491	0.363652475	0.420649631	0.220843334	0.273439548	0.21183952	0.189510698	0.103961177	0.06597683
L3hypdh	0.022664865	0	0	9.76E-05	0	0	0.003819128	0.000900291	0.001977398	0.001747973	0	0.000582724
L3mbtl1	0.004011853	0	0.108172575	0.008373955	0.006769839	0.003990371	0.007783871	0.009919222	0.011929312	0.009840713	0.010425816	0.008195214
L3mbtl2	0.591084137	0.642741766	0.577605447	0.678959269	0.613497902	0.613375422	0.08841529	0.356465169	0.034086009	0.026609114	0.0381588	0.046209971
L3mbtl3	0.015783334	0	0	0.002422609	0.000551915	0.001428938	0.006856231	0	0.000521774	0.001219439	0.004613219	0.011509357
L3mbtl4	0.004280712	0.087214566	0	0.002830642	0.00036723	0	0.002343243	0.030841169	0.011861604	0.006360599	0.012118186	0.011454752
Lacc1	0.324812686	0.050284949	0.061029887	0.020809127	0.016366528	0.003612578	0.006915971	0.030826596	0.001518099	0.002897678	0.002469482	0.003286584
Lace1	0.031319642	0.04344883	0	0.037398243	0.033170996	0.02815485	0.023106873	0.002358002	0.015471985	0.012436102	0.009086054	0.006100586
Lactb	0.135221396	0.608060216	0.102294706	0.049960824	0.06219954	0.002937968	0.008887774	0.022375502	0.003662993	0.004657827	0.013540483	0.018980175
Lactb2	0.266603507	0.01549621	0	0.007466271	0.013243614	0.000478083	0.004263199	0	0.001472068	0.002814715	0.000527337	0.000770737
Lactbl1	0.001489192	0	0	0.002098185	0	0.000537777	0.002117806	0	0.001668912	0.0004047	0	0.001278054
Lad1	0.02539129	0	0	0.000494176	0.000513148	0	0	0	0	0.000503135	0.000589497	0
Lage3	0.366317068	0.026734414	0	0.001064804	0.000446341	0.003700319	0.000563726	0	0.001456344	0.001913801	0.00187043	0.009026748
Lair1	0.001271817	0	0	0.002218411	0	0.002162633	0	0	0.000900188	0.002019734	0	0.0044037
Lama1	0.006222879	0	0	0.000404123	0.000549534	0.000258621	0.004585568	0	0.003409664	0.002558613	0.002307288	0.015177289
Lama2	0.02719405	0.068569585	0.150805215	0.107558041	0.167321408	0.12528377	0.085408185	0.066720222	0.04863604	0.040444703	0.023130565	0.023639019
Lama3	0.015688952	0	0	0	0.000924593	0.001264215	0	0	0.001022106	0.003179121	0.001380259	0
Lama4	0.008588849	0	0	0.006104257	0.008552667	0.009193508	0.009214503	0.016257771	0.012453478	0.010696424	0.01994876	0.023327802
Lama5	0.194932431	0.01898325	0	0.007695378	0.013897283	0.00773164	0.005458959	0.017336745	0.008775021	0.004910974	0.008078506	0.0041303
Lamb1	0.150085703	0.08213447	0.09310777	0.008201425	0.003708013	0.00681995	0.015183205	0.042870944	0.011533837	0.008899612	0.010683666	0.015567595
Lamb2	0.119197898	0.144337068	0	0.008345092	0.005789772	0.001810794	0.004575309	0.02675807	0.002159634	0.008473329	0.005979831	0.008323065
Lamb3	0.002011896	0.019253431	0	0.00460206	0.003769932	0.013705379	0.175335666	0.041856871	0.166494382	0.110693225	0.073876709	0.019875521
Lamc1	0.045705009	0.014087121	0	0.002854074	0.003145016	0.002268489	0.001003509	0.035424971	0.002346709	0.002136596	0.003931551	0.008249266
